stock_id,tag_id,score_level,confidence_level,source,evidence_text,start_date,end_date,updated_by,updated_at
1218,food_industry,related,medium,official_sector,官方產業分類: 食品工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1219,food_industry,related,medium,official_sector,官方產業分類: 食品工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1220,food_industry,related,medium,official_sector,官方產業分類: 食品工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1225,food_industry,related,medium,official_sector,官方產業分類: 食品工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1227,food_industry,related,medium,official_sector,官方產業分類: 食品工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1229,food_industry,related,medium,official_sector,官方產業分類: 食品工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1231,food_industry,related,medium,official_sector,官方產業分類: 食品工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1232,food_industry,related,medium,official_sector,官方產業分類: 食品工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1233,food_industry,related,medium,official_sector,官方產業分類: 食品工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1234,food_industry,related,medium,official_sector,官方產業分類: 食品工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1235,food_industry,related,medium,official_sector,官方產業分類: 食品工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1236,food_industry,related,medium,official_sector,官方產業分類: 食品工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1256,food_industry,related,medium,official_sector,官方產業分類: 食品工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1259,tourism_hospitality,related,medium,official_sector,官方產業分類: 觀光餐旅,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1264,food_industry,related,medium,official_sector,官方產業分類: 食品工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1268,tourism_hospitality,related,medium,official_sector,官方產業分類: 觀光餐旅,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1294,ems,core,high,official_business,業務描述匹配: OEM,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1294,food_industry,related,medium,official_sector,官方產業分類: 食品工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1294,server_odm,core,high,official_business,業務描述匹配: ODM,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1295,food_industry,related,medium,official_sector,官方產業分類: 食品工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1301,plastics,related,medium,official_sector,官方產業分類: 塑膠工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1303,ccl,core,high,official_business,業務描述匹配: 銅箔基板,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1303,dram,core,high,official_business,業務描述匹配: DRAM,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1303,pcb,core,high,official_business,業務描述匹配: PCB,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1303,plastics,related,medium,official_sector,官方產業分類: 塑膠工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1303,semiconductor_material,core,high,official_business,業務描述匹配: 電子材料,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1304,plastics,related,medium,official_sector,官方產業分類: 塑膠工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1305,plastics,related,medium,official_sector,官方產業分類: 塑膠工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1307,plastics,related,medium,official_sector,官方產業分類: 塑膠工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1308,ev,core,high,official_business,業務描述匹配: EV,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1308,plastics,related,medium,official_sector,官方產業分類: 塑膠工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1309,plastics,related,medium,official_sector,官方產業分類: 塑膠工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1310,plastics,related,medium,official_sector,官方產業分類: 塑膠工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1312,plastics,related,medium,official_sector,官方產業分類: 塑膠工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1313,plastics,related,medium,official_sector,官方產業分類: 塑膠工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1313,semiconductor_material,core,high,official_business,業務描述匹配: 特用化學,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1314,plastics,related,medium,official_sector,官方產業分類: 塑膠工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1315,plastics,related,medium,official_sector,官方產業分類: 塑膠工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1316,construction,related,medium,official_sector,官方產業分類: 建材營造,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1319,auto_parts,related,medium,official_sector,官方產業分類: 汽車工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1321,plastics,related,medium,official_sector,官方產業分類: 塑膠工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1323,plastics,related,medium,official_sector,官方產業分類: 塑膠工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1324,plastics,related,medium,official_sector,官方產業分類: 塑膠工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1325,plastics,related,medium,official_sector,官方產業分類: 塑膠工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1326,plastics,related,medium,official_sector,官方產業分類: 塑膠工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1336,electronic_component,related,medium,official_sector,官方產業分類: 電子零組件業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1337,ev,core,high,official_business,業務描述匹配: EV,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1337,plastics,related,medium,official_sector,官方產業分類: 塑膠工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1338,auto_parts,related,medium,official_sector,官方產業分類: 汽車工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1339,auto_parts,related,medium,official_sector,官方產業分類: 汽車工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1340,plastics,related,medium,official_sector,官方產業分類: 塑膠工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1341,plastics,related,medium,official_sector,官方產業分類: 塑膠工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1402,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1409,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1410,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1413,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1414,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1417,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1418,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1419,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1423,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1432,sports_leisure,related,medium,official_sector,官方產業分類: 運動休閒,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1434,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1436,construction,related,medium,official_sector,官方產業分類: 建材營造,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1438,construction,related,medium,official_sector,官方產業分類: 建材營造,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1439,construction,related,medium,official_sector,官方產業分類: 建材營造,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1440,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1441,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1442,construction,related,medium,official_sector,官方產業分類: 建材營造,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1444,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1445,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1446,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1447,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1449,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1451,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1452,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1453,construction,related,medium,official_sector,官方產業分類: 建材營造,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1454,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1455,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1456,construction,related,medium,official_sector,官方產業分類: 建材營造,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1457,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1459,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1460,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1463,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1464,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1465,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1466,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1467,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1468,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1470,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1471,electronic_component,related,medium,official_sector,官方產業分類: 電子零組件業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1471,power_supply,core,high,official_business,業務描述匹配: 電源供應器,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1472,construction,related,medium,official_sector,官方產業分類: 建材營造,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1473,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1474,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1475,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1476,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1477,textile,related,medium,official_sector,官方產業分類: 紡織纖維,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1503,heavy_electric,core,high,official_business,業務描述匹配: 重電,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1503,inductor_component,core,high,official_business,業務描述匹配: 變壓器,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1503,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1504,ev,core,high,official_business,業務描述匹配: 電動車,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1504,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1504,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1506,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1506,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1512,auto_parts,related,medium,official_sector,官方產業分類: 汽車工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1513,heavy_electric,core,high,official_business,業務描述匹配: 重電,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1513,inductor_component,core,high,official_business,業務描述匹配: 變壓器,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1513,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1514,heavy_electric,core,high,official_business,業務描述匹配: 重電,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1514,inductor_component,core,high,official_business,業務描述匹配: 變壓器,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1514,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1515,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1515,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1517,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1517,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1519,heavy_electric,core,high,official_business,業務描述匹配: 重電,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1519,inductor_component,core,high,official_business,業務描述匹配: 變壓器,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1519,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1521,auto_parts,related,medium,official_sector,官方產業分類: 汽車工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1522,auto_parts,related,medium,official_sector,官方產業分類: 汽車工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1524,auto_parts,related,medium,official_sector,官方產業分類: 汽車工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1525,auto_parts,related,medium,official_sector,官方產業分類: 汽車工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1526,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1526,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1527,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1527,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1528,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1528,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1528,pcb,core,high,official_business,業務描述匹配: PCB,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1529,heavy_electric,core,high,official_business,業務描述匹配: 配電盤,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1529,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1529,solar,core,high,official_business,業務描述匹配: 太陽能,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1530,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1530,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1531,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1531,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1532,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1532,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1533,auto_parts,related,medium,official_sector,官方產業分類: 汽車工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1533,mosfet,core,high,official_business,業務描述匹配: 整流器,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1535,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1535,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1536,auto_parts,related,medium,official_sector,官方產業分類: 汽車工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1536,ev,core,high,official_business,業務描述匹配: 電動車,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1537,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1537,led,core,high,official_business,業務描述匹配: 照明,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1537,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1538,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1538,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1539,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1539,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1540,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1540,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1541,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1541,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1558,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1558,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1560,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1560,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1563,auto_parts,related,medium,official_sector,官方產業分類: 汽車工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1565,biotech,related,medium,official_sector,官方產業分類: 生技醫療業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1565,optical_module,core,high,official_business,業務描述匹配: 光學鏡片,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1568,auto_parts,related,medium,official_sector,官方產業分類: 汽車工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1569,computer_peripheral,related,medium,official_sector,官方產業分類: 電腦及週邊設備業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1569,server_odm,core,high,official_business,業務描述匹配: NB,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1569,tft_lcd,core,high,official_business,業務描述匹配: LCD,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1570,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1570,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1580,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1580,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1582,electronic_component,related,medium,official_sector,官方產業分類: 電子零組件業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1583,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1583,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1586,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1586,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1587,auto_parts,related,medium,official_sector,官方產業分類: 汽車工業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1589,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1589,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1590,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1590,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1591,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1591,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1593,sports_leisure,related,medium,official_sector,官方產業分類: 運動休閒,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1595,electronic_component,related,medium,official_sector,官方產業分類: 電子零組件業,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1597,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1597,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1597,semiconductor_equipment,core,high,official_business,業務描述匹配: 製程設備,2026-04-13T01:20:12.243019,,system,2026-04-13T01:20:12.243019
1598,sports_leisure,related,medium,official_sector,官方產業分類: 運動休閒,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1599,heavy_electric,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1599,motor,related,medium,official_sector,官方產業分類: 電機機械,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1603,electrical_cable,related,medium,official_sector,官方產業分類: 電器電纜,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1604,electrical_cable,related,medium,official_sector,官方產業分類: 電器電纜,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
1605,electrical_cable,related,medium,official_sector,官方產業分類: 電器電纜,2026-04-13T01:06:56.534581,,system,2026-04-13T01:20:12.243019
